 ID товара: , ISBN , Возраст , Год издания , Издательство , Кол-во страниц , Переводчик , Редактор , Серия , Тип обложки , Тираж , Формат , Художник ,ID карточки,Автор,Голоса,Название,Обложка,Рейтинг,Цена
 2264147 , 9785699465668 ,, 2011 , Эксмо , 352 ,, Кузнецова Т. , Таня Гроттер&Мефодий Буслаев , Мягкая бумажная ,, 21.1 x 16.3 x 2.1 ,,333965, Емец Д. ,0,Мефодий Буслаев Светлые крылья для темного стража,https://img-gorod.ru/upload/iblock/1a7/1a78caffd10f190b6258937a5ecc28a5.jpg,0.0,
 2265331 , 9785699472277 ,, 2011 , Эксмо , 352 ,, Кузнецова Т. , Таня Гроттер&Мефодий Буслаев , Мягкая бумажная ,, 21 x 16.5 x 2 ,,334853, Емец Д. ,0,Мефодий Буслаев Лестница в Эдем,https://img-gorod.ru/upload/iblock/67e/67ea23c31012ac7fd935627fc331344f.jpg,0.0,
 2266184 , 9785699444083 ,, 2011 , Эксмо , 352 ,, Кузнецова Т. , Таня Гроттер&Мефодий Буслаев , Мягкая бумажная ,, 21 x 16.5 x 2 ,,335514, Емец Д. ,0,Таня Гроттер и Исчезающий Этаж,https://img-gorod.ru/upload/iblock/83c/83c59a2e24a07857ef5db4e79df05f58.jpg,0.0,
 2266342 , 9785699475452 ,, 2011 , Эксмо , 384 ,, Кузнецова Т. , Мефодий Буслаев , Твердая глянцевая ,, 20.5 x 13.5 x 2.5 ,,335655, Емец Д. ,0,Мефодий Буслаев Танец меча,https://img-gorod.ru/upload/iblock/b3e/b3ed84f2cc3bbdad98ce99bf4c847da6.jpg,0.0,303.0
 2267967 , 9785373038928 ,, 2011 , Олма Медиагрупп , 320 , Максимова Вероника ,, Странники , Твердая бумажная ,, 20.9 x 13.7 x 1.7 , Насыров Леонид ,336867, Хантер Э. ,1,Последняя глушь,https://img-gorod.ru/upload/iblock/64e/64e50fc1465b0e2e2a15bb6c3d14ba07.jpg,5.0,
 2270800 , 9785699478552 ,, 2011 , Эксмо , 352 ,, Кузнецова Т. , Таня Гроттер&Мефодий Буслаев , Мягкая бумажная ,, 21 x 16.2 x 2.3 ,,338788, Емец Д. ,0,Таня Гроттер и Золотая Пиявка,https://img-gorod.ru/upload/iblock/7e2/7e289045038450322f4ef893e0a9f8cc.jpg,0.0,
 2272190 , 9785373039758 ,, 2017 , Олма Медиагрупп , 320 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 4000 , 20.5 x 13.5 x 1.5 , Насыров Леонид ,339823, Хантер Э. ,1,Четвертый оруженосец,https://img-gorod.ru/upload/iblock/39e/39eb8985fe84f589152f9fc8a4bdd86b.jpg,5.0,304.0
 2276231 , 9785699488117 ,, 2011 , Эксмо , 352 ,, Кузнецова Т. , Таня Гроттер&Мефодий Буслаев , Мягкая бумажная ,, 21 x 16.5 x 2.4 ,,342442, Емец Д. ,0,Таня Гроттер и трон Древнира,https://img-gorod.ru/upload/iblock/ff6/ff6bb56b7a7590836c0dfd13b2bb945a.jpg,0.0,
 2277428 , 9785373041324 ,, 2011 , Олма Медиагрупп ,,,, Коты-воители , Мягкая глянцевая ,, 19 x 13 x 2.2 ,,343357, Хантер Э. ,2,Комикс Звездоцап и Саша,https://img-gorod.ru/upload/iblock/684/6849951d0906af8531348b83696df5b0.jpg,5.0,340.0
 2282957 , 9785699492558 ,, 2011 , Эксмо , 288 ,, Кузнецова Т. ,, Твердая глянцевая ,, 24.3 x 17 x 2.3 , Тимофеева В. ,347066, Емец Д. ,0,Приключения домовят,https://img-gorod.ru/upload/iblock/dc2/dc2fd086c1b2dbf910f0f122b20d2d1f.jpg,0.0,
 2283918 , 9785699494309 ,, 2011 , Эксмо , 384 ,, Суворова Т. , Школа ныряльщиков (Шныр) , Твердая бумажная ,, 20.8 x 13.5 x 2.2 ,,347723, Емец Д. ,1,Мост в чужую мечту,https://img-gorod.ru/upload/iblock/f1b/f1bed260a79a2c6a3e766c4e813004ff.jpg,5.0,
 2286071 , 9785373012355 ,, 2017 , Олма Медиагрупп , 352 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 4000 , 20.5 x 13.5 x 2 , Насыров Леонид ,349219, Хантер Э. ,1,Долгое эхо,https://img-gorod.ru/upload/iblock/332/3322e1b0c26a531d375950facbf71309.jpg,5.0,304.0
 2314973 , 9785367022308 ,, 2012 ," Амфора, ООО ", 398 ,, Жаворонок Светлана , Лабиринты Ехо , Твердая глянцевая , 3000 , 20.5 x 13 x 2.2 ,,350170, Фрай М. ,1,Лабиринт Менина ,https://img-gorod.ru/upload/iblock/0b0/0b0547b76f253f1712cc5984b05a2dd2.jpg,5.0,362.0
 2315376 , 9785699556045 ,, 2012 , Эксмо , 416 ,, Суворова Т. , Таня Гроттер , Твердая бумажная , 3000 , 20.5 x 13 x 2.2 ,,350534, Емец Д. ,0,Таня Гроттер и ботинки кентавра,https://img-gorod.ru/upload/iblock/e73/e73971c5393443ad452a82b5ca515ecc.jpg,0.0,277.0
 2315392 , 9785373045698 ,, 2018 , Олма Медиагрупп , 352 , Максимова Вероника , Корчагина Ольга , Коты-воители , Твердая бумажная , 12000 , 20.5 x 13 x 1.6 , Насыров Леонид ,350550, Хантер Э. ,1,Миссия Огнезвезда. Искупление. В двух книгах. Книга I,https://img-gorod.ru/upload/iblock/9ad/9adae236666614dc79ae0b47e2ecae84.jpg,5.0,304.0
 2315643 , 9785699568260 ,, 2012 , Эксмо , 352 ,, Суворова Т. , Фантастические приключения , Твердая глянцевая , 3000 , 20.5 x 13 x 1.8 ,,350828, Емец Д. ,0,Планета Черного Императора,https://img-gorod.ru/upload/iblock/7f1/7f1b285a93364474fedf7d35f0eda30a.jpg,0.0,
 2316615 , 9785373045971 ,, 2018 , Олма Медиагрупп , 320 , Максимова Вероника , Корчагина Ольга , Коты-воители , Твердая бумажная , 8000 , 20.5 x 13 x 1.4 , Насыров Л. Х. ,351635, Хантер Э. ,3,Миссия Огнезвезда. Возрождение,https://img-gorod.ru/upload/iblock/0f8/0f879828897bea296ff53ee78e0147e2.jpg,3.0,304.0
 2197091 , 9785373024365 , 6+ , 2017 , Просвещение , 349 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 5000 , 21 x 13 x 2.2 , Насыров Леонид ,353342, Хантер Э. ,2,Битва за лес,https://img-gorod.ru/upload/iblock/c64/c64649af823846a84a5cc5178fb84bc1.jpg,5.0,304.0
 2200901 , 9785373024648 , 6+ , 2017 , Олма Медиагрупп , 318 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 4000 , 21 x 13.2 x 2.1 , Насыров Леонид ,353398, Хантер Э. ,0,Темная река,https://img-gorod.ru/upload/iblock/651/651428bc925a14f7888d759f4e2ec963.jpg,0.0,304.0
 2200902 , 9785373024587 ,, 2017 , Олма Медиагрупп , 350 , Максимова В.А. ,, Коты-воители , Твердая бумажная , 2000 , 21 x 13.2 x 2.3 ,,353399, Хантер Э. ,0,Отверженные,https://img-gorod.ru/upload/iblock/077/0770b032b3630ee27eb88c1ed93a802b.jpg,0.0,285.0
 2200903 , 9785373025379 ,, 2016 , Олма Медиагрупп , 320 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 4000 , 21 x 13.2 x 2 , Насыров Леонид ,353400, Хантер Э. ,2,Закат,https://img-gorod.ru/upload/iblock/621/6218e5aa20d8d83e7ace589a7af4941b.jpg,5.0,304.0
 2204171 , 9785373024624 , 6+ , 2017 , Абрис , 349 ,,, Коты-воители , Твердая бумажная , 3000 , 20.8 x 13.3 x 2.2 ,,353445, Хантер Э. ,1,Рассвет,https://img-gorod.ru/upload/iblock/a2c/a2c321fe5d48ad9a07738607e8239f33.jpg,5.0,304.0
 2204173 , 9785373025393 , 6+ , 2017 , Просвещение , 318 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 3000 , 20.6 x 13.3 x 2 , Насыров Леонид ,353446, Хантер Э. ,1,Звездный свет,https://img-gorod.ru/upload/iblock/19f/19f2ab02cd5d9490c4b6e6534508c9c6.jpg,5.0,304.0
 2204174 , 9785373024709 ,, 2017 , Олма Медиагрупп , 320 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 4000 , 20.6 x 13.3 x 2 , Насыров Леонид ,353447, Хантер Э. ,0,Сумерки,https://img-gorod.ru/upload/iblock/c6e/c6e07221b2eb9f39326bd1614e60a326.jpg,0.0,304.0
 2311912 , 9785367021349 ,, 2012 ," Амфора, ООО ", 350 ,, Жаворонок Светлана , Лабиринты Ехо , Твердая глянцевая , 3000 , 20.5 x 13 x 2 ,,353710, Фрай М. ,2,Власть несбывшегося,https://img-gorod.ru/upload/iblock/bea/bea7763da8815fd0d1f543aa0d55f82e.jpg,5.0,
 2318021 , 9785367022773 ,, 2012 ," Амфора, ООО ", 382 ,,, Лабиринты Ехо , Мягкая глянцевая , 5000 , 18 x 11.5 x 1.1 ,,354139, Фрай М. ,0,Жертвы обстоятельств,https://img-gorod.ru/upload/iblock/77b/77bb47fbcae360d84d9a513c6dbb213e.jpg,0.0,
 2318062 , 9785699566921 ,, 2012 , Эксмо , 432 ,, Суворова Т. , Таня Гроттер , Твердая бумажная , 3100 , 20.5 x 13 x 3 ,,354193, Емец Д. ,0,Таня Гроттер и колодец Посейдона,https://img-gorod.ru/upload/iblock/372/37249d806fbbc5fcc3c7faf70512442f.jpg,0.0,287.0
 2318063 , 9785699556014 ,, 2012 , Эксмо , 416 ,, Суворова Т. , Таня Гроттер , Твердая бумажная , 3000 , 20.5 x 13 x 2 ,,354194, Емец Д. ,0,Таня Гроттер и пенсне Ноя,https://img-gorod.ru/upload/iblock/670/670e21e95b71cb026fa3ffc1cf54ecdf.jpg,0.0,251.0
 2318493 , 9785699571734 ,, 2012 , Эксмо , 352 ,, Суворова Т. , Фантастические приключения , Твердая глянцевая , 3000 , 20.5 x 13 x 1.6 ,,354502, Емец Д. ,0,Месть мертвого Императора,https://img-gorod.ru/upload/iblock/a31/a3124df883a024b116047e82931c530e.jpg,0.0,
 1897324 , 9785942784027 , 12+ , 2014 ," Амфора, ООО ", 236 ,,, ФРАМ , Твердая бумажная , 3000 , 20.6 x 13.3 x 1.8 ,,354742, Фрай М. ,1,Книга одиночеств Фрай,https://img-gorod.ru/upload/iblock/388/3884ef7a565857f5c88aa604d327db31.jpg,5.0,525.0
 2036420 , 9785942786809 ,, 2012 ," Амфора, ООО ", 255 ,, Стукалина Марина , лабиринты ехо , Мягкая глянцевая , 3000 , 18 x 11.6 x 0.9 ,,358088, Фрай М. ,1,Тень Гугимагона,https://img-gorod.ru/upload/iblock/d92/d92809aa9d4cf2c49209020dd399295a.jpg,3.0,182.0
 2190211 , 9785367009088 ,, 2009 ," Амфора, ООО ", 509 ,,, ФРАМ , Твердая бумажная ,, 20.6 x 13.5 x 3.4 ,,358727, Фрай М. ,0,Шкафы и скелеты 40 лучших рассказов 2008 года,https://img-gorod.ru/upload/iblock/94d/94d5f2d1437a54ae6fe2b4b0442f84a4.jpg,0.0,
 2300447 , 9785699539215 ,, 2012 , Эксмо , 352 ,, Суворова Т. , Фантастические приключения , Твердая глянцевая ,, 20.5 x 13 x 2.1 ,,359086, Емец Д. ,0,Сокровища мутантиков,https://img-gorod.ru/upload/iblock/c14/c1460185acd46d9d9a224394db962e94.jpg,0.0,
 2179462 , 9785373037440 ,, 2017 , Олма Медиагрупп , 192 , Максимова В.А. ,, Коты-воители , Твердая глянцевая , 3000 , 24.2 x 17.1 x 1.9 , Насыров Л.Х. ,360508, Хантер Э. ,3,Секреты племен,https://img-gorod.ru/upload/iblock/6ba/6ba7c88af8cbda3882acf4c9c1674d8a.jpg,5.0,530.0
 2197096 , 9785373024327 ,, 2017 , Олма Медиагрупп , 319 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 4000 , 21 x 13 x 2 , Насыров Леонид ,360804, Хантер Э. ,10,Огонь и лед,https://img-gorod.ru/upload/iblock/369/3691428bd067c1938d3c633f833a88d9.jpg,5.0,304.0
 2200239 , 9785373024303 ,, 2017 , Олма Медиагрупп , 320 , Насыров Леонид ,, Коты-воители , Твердая бумажная , 7000 , 20.6 x 13.1 x 2.1 , Корчагина Ольга ,360835, Хантер Э. ,25,Стань диким,https://img-gorod.ru/upload/iblock/dde/dde2df097a6271f9dfcc53663d0b4563.jpg,4.0,304.0
 2202333 , 9785373024471 , 6+ , 2017 , Олма Медиагрупп , 350 , Максимова В.А. ,, Коты-воители , Твердая бумажная , 5000 , 20.6 x 13.5 x 2.2 , Насыров Л.Х. ,360885, Хантер Э. ,3,Затмение,https://img-gorod.ru/upload/iblock/a81/a81fa51414feabc1b3590812b1381f6f.jpg,5.0,304.0
